연번,업체명,주소,대표전화,시설분류,취급가스물질,CAS번호,허가량,법정기준일,관할지사
3192,유성기업(주),충청남도 아산시 둔포면 아산밸리동로 22,0415395008,특고사용,암모니아,7664-41-7,451.61㎏,20160116,충남본부
3193,(주)큐에스아이,충청남도 천안시 서북구 성거읍 천흥8길 17 큐에스아이(주),0414105073,특고사용,모노실란,7803-62-5,18.6㎥,20110207,충남본부
3194,(주)큐에스아이,충청남도 천안시 서북구 성거읍 천흥8길 17 큐에스아이(주),0414105073,특고사용,암모니아,7664-41-7,25.3㎏,20010513,충남본부
3195,(주)큐에스아이,충청남도 천안시 서북구 성거읍 천흥8길 17 큐에스아이(주),0414105073,특고사용,염소,7782-50-5,10㎏,20020513,충남본부
3196,(주)큐에스아이,충청남도 천안시 서북구 성거읍 천흥8길 17 큐에스아이(주),0414105073,특고사용,삼염화붕소,10294-34-5,10㎏,20020513,충남본부
3197,(주)큐에스아이,충청남도 천안시 서북구 성거읍 천흥8길 17 큐에스아이(주),0414105073,일반저장,모노실란,7803-62-5,21.3㎥,20131018,충남본부
3198,(주)큐에스아이,충청남도 천안시 서북구 성거읍 천흥8길 17 큐에스아이(주),0414105073,일반저장,알진,7784-42-1,.059Ton,20131018,충남본부
3199,(주)큐에스아이,충청남도 천안시 서북구 성거읍 천흥8길 17 큐에스아이(주),0414105073,일반저장,포스핀,7803-51-2,21.3㎥,20131018,충남본부
3200,남양유업(주)천안신공장,충청남도 천안시 동남구 목천읍 교천지산길 331-55 남양유업,0416215700,냉동제조,암모니아,7664-41-7,238.58RT,20020401,충남본부
3201,남양유업(주)천안신공장,충청남도 천안시 동남구 목천읍 교천지산길 331-55 남양유업,0416215700,냉동제조,암모니아,7664-41-7,667.6RT,20020401,충남본부
3202,코닝정밀소재(주),충청남도 아산시 탕정면 탕정로 212,0415203124,특고사용,암모니아,7664-41-7,50.54㎏,20210217,충남본부
3203,(주)홍주미트(홍성축산물공판장),충청남도 홍성군 광천읍 홍남로 578-46,0416307000,냉동제조,암모니아,7664-41-7,715.74RT,20220413,충남본부
3204,(주)케이비지,충청남도 천안시 동남구 성남면 대흥신덕길 84-19,0415236201,특고사용,암모니아,7664-41-7,200㎏,20040910,충남본부
3205,유진산업가스(주),충청남도 당진시 송악읍 월곡로 240,0413583657,일반판매,염소,7782-50-5,0,20041015,충남본부
3206,유진산업가스(주),충청남도 당진시 송악읍 월곡로 240,0413583657,일반판매,시안화수소,74-90-8,0,20041015,충남본부
3207,유진산업가스(주),충청남도 당진시 송악읍 월곡로 240,0413583657,일반판매,황화수소,7783-06-4,0,20041015,충남본부
3208,유진산업가스(주),충청남도 당진시 송악읍 월곡로 240,0413583657,일반판매,일산화탄소,630-08-0,0,20041015,충남본부
3209,유진산업가스(주),충청남도 당진시 송악읍 월곡로 240,0413583657,일반판매,암모니아,7664-41-7,0,20041015,충남본부
3210,유진산업가스(주),충청남도 당진시 송악읍 월곡로 240,0413583657,일반판매,산화에틸렌,75-21-8,0,20041015,충남본부
3211,유진산업가스(주),충청남도 당진시 송악읍 월곡로 240,0413583657,일반판매,브롬화수소,10035-10-6,0,20041015,충남본부
3212,유진산업가스(주),충청남도 당진시 송악읍 월곡로 240,0413583657,일반판매,삼염화붕소,10294-34-5,0,20041015,충남본부
3213,유진산업가스(주),충청남도 당진시 송악읍 월곡로 240,0413583657,일반판매,삼불화붕소,7637-07-2,0,20041015,충남본부
3214,에어프로덕츠코리아(주) 탕정공장(A-3),충청남도 아산시 탕정면 탕정로 380-33,0415388605,일반저장,모노실란,7803-62-5,6172.32㎥,20140727,충남본부
3215,린데코리아 주식회사 1공장,충청남도 아산시 탕정면 탕정로 380-43,0415377352,일반제조,모노실란,7803-62-5,655.2N㎥/day,20080701,충남본부
3216,에어프로덕츠코리아(주) 탕정공장(T-7),충청남도 아산시 탕정면 삼성로 165-24,0415388602,일반저장,암모니아,7664-41-7,12.1Ton,20040806,충남본부
3217,에어프로덕츠코리아(주) 탕정공장(T-7),충청남도 아산시 탕정면 삼성로 165-24,0415388602,일반저장,암모니아,7664-41-7,12.1Ton,20040806,충남본부
3218,에어프로덕츠코리아(주) 탕정공장(T-7),충청남도 아산시 탕정면 삼성로 165-24,0415388602,일반저장,모노실란,7803-62-5,6460.562㎥,20040806,충남본부
3219,삼성디스플레이㈜ 아산1사업장,충청남도 아산시 탕정면 삼성로 181,0415358246,일반저장,암모니아,7664-41-7,1.892Ton,20040804,충남본부
3220,삼성디스플레이㈜ 아산1사업장,충청남도 아산시 탕정면 삼성로 181,0415358246,일반저장,20%PH3/H2,7803-51-2,13.6㎥,20040804,충남본부
3221,삼성디스플레이㈜ 아산1사업장,충청남도 아산시 탕정면 삼성로 181,0415358246,일반저장,20%PH3/H2,7803-51-2,56㎥,20050804,충남본부
3222,삼성디스플레이㈜ 아산1사업장,충청남도 아산시 탕정면 삼성로 181,0415358246,일반저장,암모니아,7664-41-7,1.896Ton,20050804,충남본부
3223,삼성디스플레이㈜ 아산1사업장,충청남도 아산시 탕정면 삼성로 181,0415358246,일반저장,염소,7782-50-5,1.238Ton,20070804,충남본부
3224,삼성디스플레이㈜ 아산1사업장,충청남도 아산시 탕정면 삼성로 181,0415358246,일반저장,모노실란,7803-62-5,0㎥,20070804,충남본부
3225,삼성디스플레이㈜ 아산1사업장,충청남도 아산시 탕정면 삼성로 181,0415358246,일반저장,포스핀,7803-51-2,341.35㎥,20070804,충남본부
3226,삼성디스플레이㈜ 아산1사업장,충청남도 아산시 탕정면 삼성로 181,0415358246,일반저장,암모니아,7664-41-7,0Ton,20070804,충남본부
3227,삼성디스플레이㈜ 아산1사업장,충청남도 아산시 탕정면 삼성로 181,0415358246,일반저장,염소,7782-50-5,4.7Ton,20100804,충남본부
3228,삼성디스플레이㈜ 아산1사업장,충청남도 아산시 탕정면 삼성로 181,0415358246,일반저장,BF3,7637-07-2,8.4㎥,20220204,충남본부
3229,삼성디스플레이㈜ 아산1사업장,충청남도 아산시 탕정면 삼성로 181,0415358246,일반저장,BCL3,10294-34-5,4.536Ton,20220204,충남본부
3230,삼성디스플레이㈜ 아산1사업장,충청남도 아산시 탕정면 삼성로 181,0415358246,일반저장,염소,7782-50-5,4.704Ton,20220204,충남본부
3231,삼성디스플레이㈜ 아산1사업장,충청남도 아산시 탕정면 삼성로 181,0415358246,일반저장,암모니아,7664-41-7,3Ton,20240204,충남본부
3232,삼성디스플레이㈜ 아산1사업장,충청남도 아산시 탕정면 삼성로 181,0415358246,일반저장,CL2,7782-50-5,3.85Ton,20240204,충남본부
3233,삼성디스플레이㈜ 아산1사업장,충청남도 아산시 탕정면 삼성로 181,0415358246,일반저장,삼염화붕소,10294-34-5,3.397Ton,20240204,충남본부
3234,(주)한농화성 대산공장,충청남도 서산시 대산읍 독곶2로 96-75,0416819152,일반제조,산화에틸렌,75-21-8,49.775Ton,20050614,충남본부
3235,(주)한농화성 대산공장,충청남도 서산시 대산읍 독곶2로 96-75,0416819152,일반제조,산화에틸렌,75-21-8,49.775Ton,20050614,충남본부
3236,(주)한농화성 대산공장,충청남도 서산시 대산읍 독곶2로 96-75,0416819152,일반제조,산화에틸렌,75-21-8,29.9Ton,20050614,충남본부
3237,(주)한농화성 대산공장,충청남도 서산시 대산읍 독곶2로 96-75,0416819152,일반제조,산화에틸렌,75-21-8,89.924Ton/day,20080614,충남본부
3238,(주)한농화성 대산공장,충청남도 서산시 대산읍 독곶2로 96-75,0416819152,일반제조,산화에틸렌,75-21-8,53.381Ton/day,20200717,충남본부
3239,(주)한농화성 대산공장,충청남도 서산시 대산읍 독곶2로 96-75,0416819152,일반제조,산화에틸렌,75-21-8,38.88Ton/day,20220707,충남본부
3240,서산수협제빙냉동냉장공장,충청남도 태안군 근흥면 신진부두길 24,0416749961,냉동제조,암모니아,7664-41-7,139.64RT,20041025,충남본부
3241,동우에이치에스티(주),충청남도 당진시 순성면 틀모시로 46-5,0413533071,특고사용,암모니아,7664-41-7,600㎏,20050602,충남본부
3242,동우에이치에스티(주),충청남도 당진시 순성면 틀모시로 46-5,0413533071,일반저장,암모니아,7664-41-7,8.399Ton,20171127,충남본부
3243,롯데케미칼(주),충청남도 서산시 대산읍 독곶1로 82,0416895114,특정제조,벤젠,71-43-2,1284Ton/day,19960524,충남본부
3244,롯데케미칼(주),충청남도 서산시 대산읍 독곶1로 82,0416895114,특정제조,산화에틸렌,75-21-8,1673.2Ton,19980524,충남본부
3245,롯데케미칼(주),충청남도 서산시 대산읍 독곶1로 82,0416895114,특정제조,산화에틸렌,75-21-8,744.048Ton/day,19970524,충남본부
3246,롯데케미칼(주),충청남도 서산시 대산읍 독곶1로 82,0416895114,냉동제조,암모니아,7664-41-7,93.96RT,19971222,충남본부
3247,롯데케미칼(주),충청남도 서산시 대산읍 독곶1로 82,0416895114,냉동제조,암모니아,7664-41-7,158.9RT,19971222,충남본부
3248,롯데케미칼(주),충청남도 서산시 대산읍 독곶1로 82,0416895114,냉동제조,암모니아,7664-41-7,233.66RT,19971222,충남본부
3249,롯데케미칼(주),충청남도 서산시 대산읍 독곶1로 82,0416895114,특정제조,일산화탄소,630-08-0,3.84N㎥/day,20100524,충남본부
3250,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반충전,삼염화붕소,10294-34-5,.45Ton,20060122,충남본부
3251,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반충전,디보레인,19287-45-7,26.07㎥,20060122,충남본부
3252,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반판매,황화수소,7783-06-4,0,20060122,충남본부
3253,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반판매,포스핀,7803-51-2,0,20060122,충남본부
3254,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반판매,암모니아,7664-41-7,0,20060122,충남본부
3255,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반판매,알진,7784-42-1,0,20060122,충남본부
3256,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반판매,브롬화수소,10035-10-6,0,20060122,충남본부
3257,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반판매,삼불화붕소,7637-07-2,0,20060122,충남본부
3258,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반판매,브롬화메탄,74-83-9,0,20060122,충남본부
3259,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반충전,삼불화붕소,7637-07-2,61.5㎥,20070122,충남본부
3260,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반제조,염소,7782-50-5,19.996Ton,20070122,충남본부
3261,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반제조,염소,7782-50-5,.353Ton,20070122,충남본부
3262,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반제조,염소,7782-50-5,2.736Ton/day,20070122,충남본부
3263,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반충전,포스핀,7803-51-2,13.58㎥,20090122,충남본부
3264,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반충전,모노게르만,7782-65-2,24.48㎥,20080122,충남본부
3265,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반저장,암모니아,7664-41-7,11.72Ton,,충남본부
3266,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반제조,브롬화수소,10035-10-6,.9Ton/day,20110122,충남본부
3267,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반제조,브롬화수소,10035-10-6,1.498Ton,20110122,충남본부
3268,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반충전,디보레인,19287-45-7,5904.704㎥,20180122,충남본부
3269,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반충전,B2H6+N2,19287-45-7,866.016㎥,20180122,충남본부
3270,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반충전,B2H6+He,19287-45-7,828.432㎥,20180122,충남본부
3271,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반충전,B2H6+H2,19287-45-7,723.312㎥,20180122,충남본부
3272,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반충전,디보레인,19287-45-7,20.72㎥,20180122,충남본부
3273,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반충전,디보레인,19287-45-7,38.465㎥,20180722,충남본부
3274,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반제조,디보레인,19287-45-7,11.648㎥,20180722,충남본부
3275,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반제조,디보레인,19287-45-7,45.744N㎥/day,20180722,충남본부
3276,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반판매,CO,630-08-0,0,20200122,충남본부
3277,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반판매,H2S,7783-06-4,0,20200122,충남본부
3278,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반판매,NH3,7664-41-7,0,20200122,충남본부
3279,한국메티슨특수가스(주),충청남도 아산시 음봉면 음봉면로 94,0415397474,일반판매,CL2,7782-50-5,0,20200122,충남본부
